Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP21,OUT035,3418.0848515001458
FDL04,OUT045,1610.283894249652
FDV23,OUT013,2024.453361833334
FDF24,OUT046,1281.1346490847488
FDH56,OUT027,3273.4818271469157
FDB51,OUT049,1200.9618391816728
FDI58,OUT027,2820.283585236631
FDR20,OUT013,753.593954535468
FDC51,OUT018,1724.9071730094493
FDB16,OUT027,2482.931282914933
FDE40,OUT049,1054.2331098694199
NCM17,OUT035,625.9508237257544
FDU56,OUT035,3268.408945018842
FDS32,OUT019,422.8002449796951
FDX02,OUT049,3583.990627375062
FDT39,OUT027,3637.87179872662
FDE35,OUT017,1014.0223755106267
NCI42,OUT019,955.3149800868019
DRL23,OUT046,1726.1447300006646
FDA10,OUT046,1837.1672380600914
FDA11,OUT013,1716.2311704386748
NCM06,OUT046,2548.592721475647
NCT05,OUT035,4048.5348349514193
NCQ02,OUT010,596.2195130109845
NCY06,OUT049,2136.6039779035345
FDY56,OUT035,3617.8674874599265
FDL02,OUT035,1610.9038626822896
NCI06,OUT035,2918.3347427888866
FDQ14,OUT045,2452.7759131896264
FDQ12,OUT017,3649.213286223873
FDP36,OUT046,717.3878328247864
FDK21,OUT027,7629.979810092582
FDO40,OUT045,2313.072115821008
NCK54,OUT019,149.35092411445518
FDY09,OUT018,2626.4214307049006
NCW30,OUT049,3996.450896526889
NCC55,OUT027,1127.576770557116
FDE58,OUT018,1570.9257006085425
FDR39,OUT013,2895.0520236875764
FDU28,OUT049,2824.9424339099255
FDH08,OUT017,3795.2863373446057
FDG35,OUT045,2422.456991291423
FDG22,OUT049,684.7829204275506
FDC34,OUT035,2653.9458388025073
FDP15,OUT018,3596.7471900655264
FDK34,OUT010,883.6897353601421
FDU45,OUT035,1958.643213617284
FDQ04,OUT027,978.3392050150937
FDX22,OUT018,3354.3004334478883
FDB45,OUT017,1579.9649073824671
NCH43,OUT027,5235.917947751677
DRE60,OUT046,3743.3057198971537
FDD17,OUT027,6251.600589194689
NCM54,OUT017,2142.4675245153085
NCH55,OUT013,2190.7830361445926
NCT06,OUT017,2749.649351337839
FDA48,OUT027,5335.294057446088
FDY58,OUT027,5233.53581448772
FDO25,OUT045,3471.883055550318
FDN50,OUT045,1698.7887885280013
FDH35,OUT035,2759.5906267853084
FDK09,OUT045,3629.739507481724
FDO16,OUT013,1469.458862729309
FDW11,OUT045,978.0039827718812
FDU47,OUT027,4226.979939372332
NCQ42,OUT010,401.3514359494124
FDK55,OUT027,2398.34447607308
FDN08,OUT049,1925.1907128552193
FDT57,OUT045,3679.3051413347534
FDJ12,OUT018,3208.1259685933255
DRL59,OUT017,995.93971673795
NCN53,OUT046,462.90708933693753
FDO51,OUT010,-160.97868432673616
FDK56,OUT017,2872.645758977964
FDY12,OUT035,724.1730106444925
FDU15,OUT035,667.646007187347
FDQ19,OUT046,3893.540637564964
DRF15,OUT045,2370.6834587808717
DRE25,OUT019,207.90076043865253
FDK57,OUT018,1472.2166011037964
FDD33,OUT010,831.6013752008632
FDR34,OUT027,5590.434209291501
FDU04,OUT045,1954.9246583342485
FDE35,OUT019,-247.55732764279026
NCD31,OUT035,2893.6985636376303
FDJ56,OUT035,1779.3029660825182
NCU53,OUT046,2671.9119440412437
FDD39,OUT035,3688.022844830196
NCU17,OUT019,-76.33938793852776
FDJ20,OUT046,1838.272396617877
NCW41,OUT018,2350.9100556866415
FDL52,OUT035,526.4331896948294
FDS39,OUT035,2413.674174807328
DRJ47,OUT045,2732.8542890559515
FDP13,OUT010,-97.10897672112014
DRK39,OUT010,-260.7303682749699
FDF28,OUT010,285.325874958691
FDB09,OUT045,2141.8404092510214
FDM51,OUT046,1506.7607987915903
DRM49,OUT018,458.8397996554224
DRF23,OUT013,2851.141773148537
DRH01,OUT035,2885.4169042163217
FDH12,OUT027,3214.253204314334
FDA28,OUT019,304.40113509202564
FDW37,OUT018,1269.1130441455696
FDF02,OUT046,1689.163481699816
DRL37,OUT046,714.1242415170874
NCF43,OUT046,2386.1150267643798
FDH08,OUT010,806.370370536338
FDR34,OUT019,903.9601001365057
NCK19,OUT049,2938.8662408515943
NCD55,OUT018,587.9904544226534
FDT27,OUT049,3500.832236415725
FDQ57,OUT045,2302.628900205245
FDA47,OUT035,2739.594782247552
DRG15,OUT027,2231.149179958083
FDE05,OUT018,2174.9602134488337
FDN46,OUT046,1714.5139119661785
FDX27,OUT027,2677.426735207857
FDT51,OUT045,1783.3348470648675
FDU33,OUT013,662.2016650504627
FDJ16,OUT027,1645.4278518465612
FDD20,OUT019,274.2863785639022
FDT36,OUT049,542.7506317799067
DRF15,OUT027,3664.44126599725
FDN52,OUT010,-11.056651447526301
FDC22,OUT027,5113.597327279448
FDX15,OUT045,2667.838316503403
FDT13,OUT013,3160.53391711219
FDU04,OUT017,2156.369563347368
FDU31,OUT019,917.5660729314552
FDW59,OUT027,2048.0761718883414
NCO29,OUT046,2652.0973623910254
FDL15,OUT035,2463.3421454091495
FDI41,OUT049,2407.344798142528
FDQ48,OUT049,1677.7569954253752
DRI39,OUT013,972.0913198188259
FDI08,OUT013,3870.784967403119
FDC21,OUT049,1834.6774532006482
FDF58,OUT035,1159.1752087726986
FDS08,OUT010,458.7509833514444
FDE47,OUT045,2210.3475747189354
NCP18,OUT019,435.0477406006165
NCR41,OUT013,1646.8678449699423
FDA27,OUT013,3753.4682305589345
FDA43,OUT035,3210.8446323060857
FDA49,OUT045,1273.0529709500536
NCE55,OUT018,2391.363667895344
DRM49,OUT027,1122.6212166310765
FDF22,OUT027,5286.455958683022
FDQ15,OUT018,1229.0964721432415
NCS54,OUT017,3228.017367064023
NCY05,OUT013,670.6731314294307
FDR45,OUT046,3793.235943936479
FDK57,OUT049,2029.5376800415215
FDF41,OUT010,996.2999668873047
FDV21,OUT046,2083.298786444464
FDD51,OUT046,638.1301095328082
FDF33,OUT046,1874.9237913224151
FDA38,OUT046,3432.9345200318826
FDR56,OUT045,3114.6741224779917
NCN41,OUT017,2096.8727548932743
FDC60,OUT027,2803.061158591008
FDB47,OUT045,3439.3033720813673
DRH01,OUT013,2828.314398391915
FDW08,OUT046,1941.4667362746195
FDF38,OUT027,1125.3224937443658
FDY32,OUT017,2690.4197490298825
FDG34,OUT049,1808.4618954286443
FDG47,OUT019,975.9512393667095
NCF18,OUT035,2929.6577399910248
FDL39,OUT019,667.3447084963205
NCH55,OUT035,2015.83817801714
DRJ35,OUT049,848.8007615761463
FDS44,OUT035,3722.0243016493587
DRE01,OUT018,3560.6534205941352
FDY39,OUT013,3500.832255942476
FDY32,OUT018,2380.8962828318304
FDR33,OUT027,3162.2644276994038
NCP50,OUT049,1425.7291837585385
FDZ47,OUT018,1368.2850427084402
FDU57,OUT049,2550.5566164470847
FDY44,OUT013,3286.3606604242914
DRH59,OUT018,870.7694535321577
FDB03,OUT027,5705.7296441464905
FDY46,OUT045,2833.2941496496233
FDM39,OUT045,2696.4622924083774
FDY36,OUT035,1216.385230127574
NCM55,OUT035,2985.855649651082
FDJ50,OUT010,-29.402585129557984
DRL60,OUT013,2459.110667344851
NCJ54,OUT049,3886.1700437056797
FDX59,OUT017,467.5045279678739
FDI07,OUT013,3539.7940046220438
DRF51,OUT010,73.31552416378352
FDM14,OUT017,1972.320742383375
FDP21,OUT045,3355.7316903091037
FDE40,OUT035,1078.0108160259808
FDE05,OUT035,2512.837673657768
FDM13,OUT027,3566.9296590454546
FDC34,OUT027,4187.307107328754
NCI55,OUT018,1652.2369241149709
NCE43,OUT018,2708.1226154371857
FDW58,OUT018,1425.0691868776507
FDG60,OUT045,3555.5793620086906
FDV31,OUT017,2800.9399021102636
FDR47,OUT013,3062.529171316154
FDM60,OUT019,10.247614112636462
NCF06,OUT018,2917.899469099282
NCN26,OUT027,3409.585445084158
FDQ59,OUT049,1613.8086920249118
FDF09,OUT046,403.2653982635049
NCS06,OUT017,3712.0589101699775
FDT44,OUT046,1928.8175501760127
FDI19,OUT017,3889.8041038034476
FDT22,OUT017,971.7003646695251
NCF54,OUT027,4454.597994384134
DRG25,OUT045,3198.057104968073
FDB59,OUT017,3124.0860884407466
FDQ37,OUT017,3233.8364346158714
FDP56,OUT035,699.1615629216373
FDW44,OUT035,2802.045060668049
FDJ26,OUT010,650.4848013432379
FDU43,OUT018,3391.8485422719777
FDW33,OUT045,1733.6695215362356
NCX53,OUT027,3577.019421314481
FDN56,OUT010,349.38180226549963
DRF15,OUT049,2400.2649184448346
FDO33,OUT017,2174.248610084547
FDZ39,OUT010,231.4217653214026
NCJ19,OUT017,934.6510251422098
FDU01,OUT035,3055.777599906254
FDT12,OUT035,3691.2740448082327
NCM18,OUT018,794.8643262764467
FDP19,OUT017,2135.3591663294415
NCR42,OUT049,454.6486481855498
FDN10,OUT046,1856.1925998726938
FDG44,OUT017,1144.389630079086
FDQ10,OUT046,3050.497214867396
DRH13,OUT049,1678.2364011451143
FDT52,OUT013,3808.124911634357
FDM56,OUT045,1919.098904205501
NCO43,OUT010,-15.014919627476383
NCV29,OUT035,2851.408909069903
NCF06,OUT013,3600.074699525088
FDO50,OUT035,1598.3767666177048
FDT59,OUT013,3738.3115055233625
FDX40,OUT027,953.114262221942
FDE50,OUT017,2980.0182073190713
FDX51,OUT017,3158.92145210955
NCD30,OUT018,1396.9410713649468
FDK15,OUT013,1744.0030853437518
FDL12,OUT045,1024.6516502054571
FDK46,OUT017,4070.7220019843953
DRH49,OUT010,147.26889315284902
FDQ57,OUT046,2328.1679874106076
FDY59,OUT017,1520.8770946367588
FDO09,OUT018,3439.945361910392
NCG30,OUT035,2020.5145630700022
FDM09,OUT017,2739.594782247552
NCN17,OUT027,3117.0330390899635
NCS42,OUT013,1477.3513516734795
FDD02,OUT019,374.15961231232177
FDE34,OUT013,2863.278357537172
FDU38,OUT045,3148.4914711150436
FDB33,OUT046,2696.072832036906
NCJ29,OUT017,1487.2257377161466
FDZ27,OUT035,682.2726198176241
FDI40,OUT013,1808.4618954286443
FDG22,OUT013,684.7829204275506
FDT51,OUT017,1845.6880082559087
FDF20,OUT018,2906.252784878432
FDV50,OUT035,1967.8663310831892
FDT02,OUT049,544.542011777721
DRC49,OUT017,2429.75642851564
FDF26,OUT049,2926.358003374804
FDV52,OUT035,1901.0585308188686
FDX59,OUT049,430.63475984378823
FDV25,OUT035,3925.579801941959
FDW23,OUT027,833.3586174466335
FDE53,OUT018,1503.3049248901307
FDA19,OUT017,2307.0372633199254
FDH22,OUT046,2143.3362506241747
NCO41,OUT013,1693.1205869428445
FDX12,OUT017,3932.5895082297448
FDF17,OUT013,3389.4985847733797
FDS11,OUT045,3999.103586893557
FDR51,OUT035,2555.703214257685
FDT49,OUT010,-162.29965001220677
FDC56,OUT013,1924.0855542974339
FDR13,OUT027,3197.367068394382
FDQ60,OUT035,2061.3292121076342
FDN38,OUT049,3936.4776908067597
NCL29,OUT013,2567.424283464426
FDO13,OUT027,4278.332399606128
FDE26,OUT018,2116.014620606165
FDA31,OUT010,457.91768671405964
FDX14,OUT035,1201.3461676525258
FDA34,OUT045,2743.9445253260174
FDF26,OUT013,2919.530675609223
FDE38,OUT045,2614.521946322166
DRI11,OUT046,1876.9014650240033
FDQ60,OUT027,3272.873230984405
FDL21,OUT027,1038.0068347208914
DRC12,OUT027,4760.018797282489
FDC47,OUT046,3648.451266921506
FDE57,OUT045,2377.467541038603
FDT14,OUT045,1995.9770607271566
NCZ53,OUT046,2955.4016886582267
FDE28,OUT018,3482.6082885228125
FDR19,OUT035,2445.357938049922
NCF54,OUT019,586.8697638343089
FDZ08,OUT046,1316.554677385312
NCJ05,OUT018,2097.9786943480917
FDF59,OUT046,2075.4173894488226
NCO05,OUT035,1745.349896740138
FDW24,OUT018,470.16382369812396
NCX42,OUT018,2264.595627194717
NCA53,OUT035,753.6776407083679
FDI45,OUT019,514.0486263979998
FDG46,OUT046,2037.3209156009787
FDM20,OUT010,817.1274471024747
FDW11,OUT010,139.0880423998561
FDX08,OUT035,3112.6239006326514
NCK17,OUT035,579.8952554846597
FDK32,OUT018,2234.2948360445303
NCA42,OUT035,3099.3910083390306
DRI01,OUT035,2778.2650776029313
NCL55,OUT049,3795.7107680041986
DRE25,OUT018,1369.6281869383681
FDD14,OUT017,3009.710080973999
FDB10,OUT046,3870.694246839018
DRN11,OUT035,2423.96874658429
FDP38,OUT018,556.3489719199348
NCA30,OUT017,2935.77241374863
FDT15,OUT017,3297.3555529403357
NCP55,OUT018,902.4820556734885
FDF12,OUT035,2425.6199817139636
FDM21,OUT018,3571.845998304138
FDX56,OUT035,3533.8490826642073
FDF10,OUT017,2573.359060289348
FDT32,OUT045,2855.066537471979
FDM51,OUT018,1181.3930159405163
NCR50,OUT018,2129.943891313264
FDI19,OUT049,3869.3067298342435
FDX21,OUT017,1712.2869283679809
FDR31,OUT035,2440.0719981134966
FDY02,OUT013,4203.993674602974
NCA29,OUT045,2950.4891548569212
NCX17,OUT046,3144.3136937927643
FDM12,OUT045,3202.476384944976
FDI53,OUT027,4400.543497156549
NCU30,OUT049,2857.7932007523527
FDC56,OUT027,3410.5513144886713
FDK27,OUT018,1723.8020144516638
NCK18,OUT017,2805.3943134104493
FDB52,OUT019,956.7826898512265
DRG25,OUT027,5117.009504714819
FDZ13,OUT049,813.4598333988685
FDB57,OUT019,1202.789956200647
FDR40,OUT046,1576.2607269273822
NCO14,OUT019,-6.430221800243031
NCN19,OUT045,3204.010718676783
FDQ28,OUT019,632.3090437180178
FDO13,OUT018,2348.788253316153
FDK48,OUT013,1293.6868445780708
FDU07,OUT018,2191.846349368786
FDW20,OUT046,1916.574188276784
FDV12,OUT010,323.19093841280613
FDH24,OUT013,2341.3813417158462
FDV59,OUT049,3641.594464326671
FDK57,OUT045,1733.6695215362356
FDL16,OUT027,1255.9574696081024
NCQ17,OUT046,2689.975291284573
FDJ15,OUT018,2809.0680943952466
FDX24,OUT049,1596.5625172488767
FDT47,OUT046,1938.2050979944913
FDT10,OUT049,964.5826087753059
FDZ37,OUT018,1225.1319814431047
FDW43,OUT027,5790.129188441954
DRN36,OUT017,1688.9929970691085
FDJ14,OUT045,1430.8506657368243
FDA32,OUT013,3440.9466742828063
FDJ38,OUT019,682.9019165853314
FDQ57,OUT017,2364.982061396287
NCQ41,OUT019,655.8934360892916
FDG56,OUT049,1049.8718427226345
DRC13,OUT027,3366.2432951279416
FDV55,OUT035,2463.3421454091495
FDQ49,OUT045,2503.2381067361807
FDE29,OUT010,-8.95378536572823
FDR03,OUT013,3476.0884279880056
FDD45,OUT049,1603.8371939142985
FDN38,OUT010,1169.4219611061264
FDT56,OUT046,909.6253761838996
FDT48,OUT045,3381.2516580792612
FDU03,OUT049,2768.413837931633
FDC56,OUT010,-18.23963984253423
NCO43,OUT027,2859.248331437839
FDQ27,OUT017,2042.3861795225178
FDR03,OUT046,3465.2187277638245
DRH23,OUT010,42.28189003604052
FDG22,OUT045,655.2014607635878
NCJ42,OUT013,1576.3723058315159
FDR24,OUT046,1462.6040899369627
FDW60,OUT035,2912.202573463674
FDJ08,OUT013,3187.5519580754208
DRL59,OUT018,862.4464145627617
FDG60,OUT010,1219.1799573601863
FDW27,OUT017,2369.3941207497387
FDX14,OUT018,1007.4154789846377
FDC20,OUT013,746.8191111181031
NCS29,OUT018,3621.1546256059933
FDJ56,OUT046,1735.661564331259
FDB20,OUT019,-231.27634380522122
FDL28,OUT027,5581.763422351525
FDW01,OUT018,2087.46147315207
FDL03,OUT046,2870.3395579409885
FDX22,OUT049,3809.7977991840653
FDJ21,OUT035,2578.630562007375
FDR31,OUT045,2437.3606487937764
FDG21,OUT035,2723.363537047161
FDS22,OUT027,1369.4165743396138
FDK08,OUT035,1768.1933051388755
FDE17,OUT018,2126.5946385708635
NCN30,OUT017,1626.6515055039313
FDT50,OUT046,1664.7832421243825
NCX42,OUT049,2529.7372880652842
FDJ12,OUT035,3556.935265935535
NCA18,OUT027,3209.3802736604007
FDP23,OUT019,790.8376389151568
FDX12,OUT013,3875.487002405338
FDN40,OUT018,1972.5184775170378
FDV48,OUT035,1368.8072394579265
NCY54,OUT013,2774.0485695113475
FDL16,OUT010,31.251136579868547
FDR45,OUT018,3500.259485464555
FDJ52,OUT046,2873.3468796643997
DRG01,OUT017,1305.101931251553
FDP52,OUT013,3538.372958720181
FDU58,OUT017,2894.4740764458484
FDL02,OUT045,1505.585641455476
FDG28,OUT013,3748.511080055986
FDA19,OUT035,2307.0372633199254
FDW46,OUT027,1760.0757344947692
NCD43,OUT049,1596.5625172488767
DRG39,OUT013,845.357114099077
NCF55,OUT049,366.3302147721764
FDJ07,OUT046,1974.1621226261946
FDE08,OUT046,2395.3699393605616
FDP56,OUT019,-146.4317698143363
FDT45,OUT045,823.1671757459849
FDF17,OUT018,2911.5678379116025
FDX44,OUT046,1601.8338332429455
FDM28,OUT027,4878.873325346778
FDI36,OUT049,3460.2905221336478
FDS07,OUT045,1980.659150491807
FDD36,OUT045,2204.1311856330303
FDW11,OUT046,932.6928008388235
FDN40,OUT049,2320.3548608823194
NCQ18,OUT049,1665.2152909125475
NCQ54,OUT017,2828.8655964984405
NCS42,OUT045,1447.7698920095168
DRH39,OUT010,246.17682654887273
FDC09,OUT027,2621.4432955955526
FDT08,OUT010,642.0735853844133
FDC08,OUT035,3616.142693809158
FDT20,OUT017,584.7681861385933
FDS35,OUT035,1099.980569839427
FDX58,OUT018,2781.600809547438
FDW58,OUT046,1609.0120700806144
DRD27,OUT046,1573.0974081296874
FDH32,OUT019,97.92613430367769
FDS26,OUT035,4086.5770531314706
FDQ31,OUT046,1556.5842859301779
FDP11,OUT018,3134.29137505478
FDD58,OUT017,1853.8073536042114
FDM33,OUT045,3440.9473984660717
FDZ16,OUT049,3291.5530320335674
NCS29,OUT010,958.9058637886264
NCM18,OUT019,128.0863060299945
FDP11,OUT049,3470.5288581300347
NCC42,OUT017,2567.380971077629
DRM23,OUT046,2714.7462871878593
NCN55,OUT027,6057.4087167218495
FDK46,OUT013,4047.4293277537304
FDR01,OUT046,3531.5615233032067
NCA05,OUT045,2157.707846010904
NCP43,OUT017,2897.113890006322
FDR12,OUT010,512.7878087687881
FDQ01,OUT013,3870.1579028412516
FDM13,OUT046,2195.9835212690514
FDQ19,OUT017,3885.769749340373
FDK56,OUT019,519.062339016456
NCX06,OUT010,675.6721182550251
FDO56,OUT027,3273.4818271469157
FDU45,OUT045,1830.3237168792298
FDI16,OUT019,60.212914800065725
FDL32,OUT046,1849.0354763190117
FDA07,OUT046,2121.3520845588587
FDA14,OUT045,2499.3192760695383
FDV46,OUT027,3265.3356349294795
NCO07,OUT035,3591.329104981488
NCP41,OUT046,1744.5601650572726
FDY60,OUT018,2197.65354292879
FDN38,OUT017,3908.3580750615733
FDO15,OUT046,1244.424938288225
FDT60,OUT013,2068.9093408445324
FDA55,OUT035,3866.2610913471453
FDE02,OUT010,-116.32138261542678
DRJ39,OUT049,3290.7428069787115
FDV34,OUT035,1219.0794142529962
FDS20,OUT027,4770.2898213618355
FDF02,OUT027,2477.554284463052
FDW40,OUT017,2457.575816312189
NCB43,OUT046,2944.126189983726
FDR58,OUT017,1694.325042958002
DRJ59,OUT035,640.2845038977133
NCD30,OUT017,1575.536949965956
FDE14,OUT017,1659.3093092206568
FDC28,OUT018,1560.8682259189638
FDU16,OUT018,1136.9044906353913
NCD19,OUT035,955.7323787402463
FDU21,OUT046,443.56526417937545
FDV59,OUT027,5776.356604731355
FDU03,OUT045,2774.6937449813922
FDC33,OUT010,712.9887519339879
NCR42,OUT035,605.5542090788053
DRH59,OUT035,1208.6469137410913
NCM31,OUT035,2361.30110403083
FDS50,OUT035,3865.15593278936
FDP39,OUT046,801.229608400824
FDQ55,OUT013,1940.654199414082
FDV36,OUT019,426.35775165632083
FDI05,OUT027,2514.2257215571544
FDS45,OUT027,3050.818508289475
FDA39,OUT045,451.761006810916
FDC37,OUT010,304.14208012171656
FDJ60,OUT027,3688.1635207749014
DRQ35,OUT046,2220.00709653939
NCJ06,OUT046,1856.5284052896998
NCY42,OUT018,2074.2291905169354
DRM37,OUT049,3410.835288828936
FDR14,OUT045,773.166976727654
FDE51,OUT049,702.002579343707
FDT33,OUT017,2726.758226110047
FDR08,OUT013,1756.3803465107
FDE36,OUT010,615.2005058984747
FDL22,OUT019,201.57322723961067
FDR44,OUT013,2152.7311536732714
FDI56,OUT019,-182.27003747019202
FDE47,OUT010,337.8005407798119
FDV27,OUT010,-168.45731990893265
FDV10,OUT049,595.0591448133877
FDC40,OUT045,1287.6658150002636
NCX41,OUT013,3332.1655446234504
NCQ38,OUT027,2482.008695763238
FDV12,OUT027,2513.703987748605
FDE52,OUT017,1464.3552195357868
FDG20,OUT027,4938.101948179359
FDV16,OUT027,840.8935552614832
FDI32,OUT017,1881.771846544073
FDJ32,OUT049,934.8305965454393
FDN39,OUT018,2516.546199480668
FDY34,OUT017,3049.668953746711
FDC14,OUT035,731.2784750025519
FDA55,OUT017,3866.2610913471453
FDZ50,OUT010,555.199588053345
DRG13,OUT049,2700.809366839534
FDP01,OUT013,2365.989745476042
NCG54,OUT017,3004.9219702523137
FDM13,OUT045,2170.4444340636887
NCO18,OUT027,4876.416657993618
NCW41,OUT013,2654.298070269359
FDM52,OUT027,4026.8692042772395
NCF55,OUT035,416.46201024804844
FDT09,OUT046,2441.0011830180465
NCM19,OUT035,2010.8486326115947
FDW12,OUT018,2178.337352186569
FDP15,OUT019,844.1968997350439
FDK36,OUT045,700.501384827011
FDZ25,OUT035,2939.7313614011846
NCW06,OUT049,3213.2528045852205
FDW60,OUT046,2919.973461688265
DRC49,OUT013,2422.774113317068
NCT17,OUT035,3205.971701652152
NCN06,OUT018,2338.4512066007796
FDC45,OUT013,2792.986706107104
DRJ47,OUT019,586.8697638343089
NCF06,OUT045,3408.854601512084
FDE21,OUT010,155.7941010529872
DRG27,OUT013,613.9767575086573
FDW40,OUT049,2410.2515592781447
NCO53,OUT046,3031.9700109967275
FDE23,OUT049,799.8396760975496
FDQ16,OUT046,1689.1094667123148
FDS26,OUT045,3740.7729068149238
FDZ13,OUT010,-107.84873245564481
FDS14,OUT049,2397.982978230147
FDC10,OUT045,2001.0613789353442
FDY16,OUT049,2863.9807678713714
FDJ20,OUT035,1924.8788584049087
FDV43,OUT035,687.6260788773352
FDZ32,OUT027,2958.1976517987473
FDR23,OUT046,2912.9760955698766
FDN24,OUT035,898.4176467230843
FDE34,OUT027,4732.058633819773
FDU31,OUT013,3537.716411742953
FDW33,OUT018,1472.2166011037964
FDU26,OUT046,1947.4778648572656
FDE20,OUT027,4202.121894910567
NCW05,OUT035,1604.9257734705707
FDB22,OUT018,2173.5197569581837
FDO56,OUT046,1753.486439533803
FDA19,OUT027,3862.5933627726927
DRI39,OUT045,942.5098601548631
FDH52,OUT018,719.100705636876
FDZ50,OUT035,3186.2828889915695
NCN42,OUT035,2340.0892513526587
FDB53,OUT013,2820.0243253518815
DRG11,OUT017,2000.820822516721
DRK11,OUT027,3894.3359466531174
FDQ60,OUT017,2098.7389003035555
FDT36,OUT017,580.5244477767558
DRG25,OUT018,2922.532805950181
DRJ23,OUT046,2861.685533942437
FDG05,OUT035,2651.379716704308
NCK06,OUT018,1854.38848306866
FDU52,OUT017,2658.311719514205
FDW07,OUT018,1313.573914811625
NCM17,OUT045,602.8217885887404
FDA22,OUT045,3117.477459060241
NCA41,OUT018,2902.919847178384
FDF38,OUT035,640.9946301990163
FDH52,OUT046,995.1673189120893
FDY58,OUT019,729.0574002567067
FDZ16,OUT045,3261.9715723696045
NCM18,OUT017,988.7950149443348
FDA22,OUT018,2810.665342181909
NCJ43,OUT035,2696.5786742093246
FDI34,OUT027,5758.603147803716
FDG56,OUT046,1108.0864876820317
FDS34,OUT046,1804.181538111044
DRC01,OUT035,951.3607461639176
FDQ04,OUT035,549.148358723084
FDK04,OUT035,1068.8150013889094
FDT51,OUT049,1812.9163067288302
FDV26,OUT017,3156.666410608831
FDS04,OUT049,2236.85488597529
FDW43,OUT018,3360.1107542862424
FDQ28,OUT010,643.1787439421988
NCK06,OUT017,2167.813343297613
FDS23,OUT018,2030.0013825433327
FDZ36,OUT019,625.2044762119418
FDE56,OUT018,967.0059958863708
FDW10,OUT027,4463.7070880938245
NCN14,OUT045,2773.041968743026
NCQ18,OUT045,1635.6338312485848
FDW08,OUT017,1985.1081380258788
FDU43,OUT035,3745.5229168074334
FDR33,OUT010,-106.40186557613777
FDM24,OUT010,302.7197207295444
NCZ05,OUT046,1819.6710394608363
NCV41,OUT035,1972.320742383375
FDV11,OUT018,2370.0119055845958
NCY05,OUT035,713.0825075285658
FDV44,OUT018,2964.73245388025
FDW32,OUT049,1411.1852917549022
NCU18,OUT027,3981.432871907365
NCC43,OUT035,3839.606434117739
FDW19,OUT013,1970.8193438850572
FDN31,OUT035,3194.5342732739928
FDI48,OUT045,683.8771601779188
FDS24,OUT017,1366.349918971429
FDF46,OUT049,1954.306720509857
DRG23,OUT017,2446.066787547733
FDG14,OUT018,2248.2074916662978
NCY30,OUT049,2854.3731789615777
FDO28,OUT018,1721.1252937032268
DRD24,OUT035,2433.606432622733
FDI33,OUT049,1517.4034527857743
FDN32,OUT046,2841.3245956288183
FDR16,OUT045,3500.670402780092
FDF26,OUT046,2906.0092758542087
NCN29,OUT018,738.9687864962966
FDE20,OUT045,2830.6429296801334
FDA46,OUT046,3234.742192659742
FDU28,OUT045,2795.3609742459626
FDQ48,OUT045,1648.1755357614124
FDV36,OUT013,2128.2647840148993
FDR14,OUT018,648.2255569164074
FDP23,OUT017,3788.187113589938
FDP56,OUT013,763.9055886743639
FDK48,OUT010,-221.09171311324084
FDR48,OUT046,2549.436059353567
NCY29,OUT049,972.0913198188259
FDM22,OUT018,837.7741190184701
DRJ01,OUT013,2388.8852994015774
FDZ43,OUT045,3793.869919236571
FDV03,OUT035,2759.5906267853084
FDX11,OUT027,4954.953795559546
NCA41,OUT027,5118.102229174299
FDE38,OUT017,2676.875107513208
FDI27,OUT018,507.62877824792895
FDN32,OUT013,2852.1942958529994
NCN43,OUT017,2123.5132025002686
FDB47,OUT027,5366.662148440263
FDV03,OUT017,2759.5906267853084
NCN30,OUT045,1573.2923396834076
NCV54,OUT010,189.08532835590566
FDV07,OUT013,1745.2596867224609
FDP07,OUT049,3062.529171316154
FDK48,OUT018,1015.6754799213476
FDM15,OUT019,316.35478339204997
FDY19,OUT027,2931.8908886765025
FDK46,OUT046,4027.080600233135
FDY11,OUT045,1147.6669158321772
FDH09,OUT046,787.9939319896457
FDO08,OUT027,4238.714102761902
FDU14,OUT013,3893.9139067288756
FDD22,OUT027,3214.253204314334
FDM27,OUT017,2806.109008850421
FDL02,OUT027,2890.967952466592
NCA17,OUT035,2286.083171695171
FDE38,OUT019,412.90333667838195
NCG07,OUT049,3233.743863683041
DRC27,OUT013,3729.5848117346964
FDA27,OUT035,3908.6342369196414
FDW40,OUT045,2380.6700996141817
DRI11,OUT013,1887.7711652481842
FDN50,OUT046,1717.5005479677832
FDR12,OUT046,3001.5905586064305
FDT34,OUT027,3229.0336557562555
FDW11,OUT035,1044.4552105599298
NCO30,OUT027,4541.346503930238
FDZ34,OUT017,3532.3154032075313
FDU45,OUT017,1883.6828826997535
NCD42,OUT035,647.9569423027973
FDX25,OUT045,2903.5636210210805
NCR29,OUT046,929.7513160173557
FDX43,OUT019,428.8162588134251
FDB04,OUT010,44.86935235585606
FDR49,OUT027,1433.9559244576146
FDS39,OUT018,2126.5121302828543
FDW58,OUT045,1487.8362559666866
FDG22,OUT019,65.58614489579172
FDG31,OUT017,1044.4552105599298
NCV53,OUT027,5853.209897789237
DRJ37,OUT035,2524.8508789237867
FDV07,OUT035,1778.0313882495393
FDW52,OUT018,2682.3034239029125
